Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,PAtt,PYds,PTD,Int,RushAtt,RushYds,RushTD,Rec,RecYds,RecTD,Solo,Int,Sk,College/Univ
2,41,TEN,Harold Landry,OLB,22,2019,0,0,1,12,12,31,0,0,0,0,0,0,0,0,0,0,0,67,1,13.5,Boston Col.
2,42,MIA,Mike Gesicki,TE,22,2019,0,0,0,6,6,32,0,0,0,0,0,0,0,0,73,772,5,,,,Penn St.
2,43,DET,Kerryon Johnson,RB,21,2019,0,0,0,8,8,18,0,0,0,0,0,231,1044,6,42,340,2,,,,Auburn
2,44,SFO,Dante Pettis,WR,22,2019,0,0,0,4,4,23,1,1,16,0,0,1,-2,0,38,576,7,,,,Washington
2,45,GNB,Josh Jackson,CB,22,2019,0,0,1,5,5,30,0,0,0,0,0,0,0,0,0,0,0,45,,,Iowa
2,46,KAN,Breeland Speaks,DE,22,2018,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,15,,1.5,Mississippi
2,47,ARI,Christian Kirk,WR,21,2019,0,0,1,11,11,25,0,0,0,0,0,13,128,0,111,1299,6,,,,Texas A&M
2,48,LAC,Uchenna Nwosu,OLB,21,2019,0,0,0,6,6,32,0,0,0,0,0,0,0,0,0,0,0,39,,5.5,USC
2,49,PHI,Dallas Goedert,TE,23,2019,0,0,2,8,8,31,0,0,0,0,0,0,0,0,91,941,9,2,,,South Dakota St.
2,50,DAL,Connor Williams,T,21,2019,0,0,2,9,9,24,0,0,0,0,0,0,0,0,0,0,0,,,,Texas
2,51,CHI,Anthony Miller,WR,23,2019,0,0,0,9,9,31,1,1,8,0,0,7,25,0,85,1079,9,1,,,Memphis
2,52,IND,Kemoko Turay,OLB,23,2019,0,0,0,3,3,18,0,0,0,0,0,0,0,0,0,0,0,13,,5.5,Rutgers
2,53,TAM,M.J. Stewart,CB,22,2019,0,0,0,3,3,21,0,0,0,0,0,0,0,0,0,0,0,59,,,North Carolina
2,54,CIN,Jessie Bates,S,21,2019,0,0,2,11,11,32,0,0,0,0,0,0,0,0,0,0,0,144,6,,Wake Forest
2,55,CAR,Donte Jackson,CB,22,2019,0,0,2,10,10,29,0,0,0,0,0,0,0,0,0,0,0,95,7,1,LSU
2,56,NWE,Duke Dawson,CB,21,2019,0,0,0,2,,14,0,0,0,0,0,0,0,0,0,0,0,15,,,Florida
2,57,OAK,P.J. Hall,DT,23,2019,0,0,1,8,8,30,0,0,0,0,0,0,0,0,0,0,0,34,,1.5,Sam Houston St.
2,58,ATL,Isaiah Oliver,CB,21,2019,0,0,1,6,6,30,0,0,0,0,0,0,0,0,0,0,0,69,1,,Colorado
2,59,WAS,Derrius Guice,RB,21,2019,0,0,0,2,2,5,0,0,0,0,0,42,245,2,7,79,1,,,,LSU
2,60,PIT,James Washington,WR,22,2019,0,0,1,8,8,29,0,0,0,0,0,0,0,0,60,952,4,1,,,Oklahoma St.
2,61,JAX,DJ Chark,WR,21,2019,0,1,1,8,8,26,0,0,0,0,0,2,20,0,87,1182,8,5,,,LSU
2,62,MIN,Brian O'Neill,T,22,2019,0,0,2,15,15,30,0,0,0,0,0,0,0,0,0,0,0,,,,Pittsburgh
2,63,TAM,Carlton Davis,CB,21,2019,0,0,2,9,9,27,0,0,0,0,0,0,0,0,0,0,0,89,1,,Auburn
2,64,IND,Tyquan Lewis,DE,23,2019,0,0,0,4,4,17,0,0,0,0,0,0,0,0,0,0,0,12,,2,Ohio St.
3,65,OAK,Brandon Parker,T,22,2019,0,0,1,7,7,26,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina A&T
3,66,NYG,Lorenzo Carter,DE,22,2019,0,0,1,7,7,30,0,0,0,0,0,0,0,0,0,0,0,55,,8.5,Georgia
3,67,CLE,Chad Thomas,DE,22,2019,0,0,1,5,5,20,0,0,0,0,0,0,0,0,0,0,0,17,,4,Miami (FL)
3,68,HOU,Justin Reid,S,21,2019,0,0,2,11,11,31,0,0,0,0,0,0,0,0,0,0,0,127,5,,Stanford
3,69,NYG,B.J. Hill,DT,23,2019,0,0,1,9,9,32,0,0,0,0,0,0,0,0,0,0,0,47,,6.5,North Carolina St.
3,70,SFO,Fred Warner,OLB,21,2019,0,0,2,16,16,32,0,0,0,0,0,0,0,0,0,0,0,174,1,3,BYU
3,71,DEN,Royce Freeman,RB,22,2019,0,0,1,8,8,30,0,0,0,0,0,262,1017,8,57,328,1,,,,Oregon
3,72,NYJ,Nathan Shepherd,DT,24,2019,0,0,0,6,6,25,0,0,0,0,0,0,0,0,0,0,0,11,,2,Fort Hays St.
3,73,MIA,Jerome Baker,OLB,21,2019,0,0,2,12,12,32,0,0,0,0,0,0,0,0,0,0,0,131,2,4.5,Ohio St.
3,74,WAS,Geron Christian,T,21,2019,0,0,0,2,2,18,0,0,0,0,0,0,0,0,0,0,0,,,,Louisville
3,75,KAN,Derrick Nnadi,DT,22,2019,0,0,2,11,11,32,0,0,0,0,0,0,0,0,0,0,0,35,1,1,Florida St.
3,76,PIT,Mason Rudolph,QB,23,2019,0,0,1,3,3,10,176,283,1765,13,9,21,42,0,0,0,0,,,,Oklahoma St.
3,77,CIN,Sam Hubbard,DE,23,2019,0,0,1,10,10,31,0,0,0,0,0,0,0,0,0,0,0,73,,14.5,Ohio St.
3,78,CIN,Malik Jefferson,OLB,21,2019,0,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,5,,,Texas
3,79,SEA,Rasheem Green,DT,21,2019,0,0,1,5,5,26,0,0,0,0,0,0,0,0,0,0,0,22,,5,USC
3,80,HOU,Martinas Rankin,T,23,2019,0,0,0,6,3,22,0,0,0,0,0,0,0,0,0,0,0,,,,Mississippi St.
3,81,DAL,Michael Gallup,WR,22,2019,0,0,2,13,13,30,0,0,0,0,0,0,0,0,99,1614,8,,,,Colorado St.
3,82,DET,Tracy Walker,S,23,2019,0,0,1,5,5,29,0,0,0,0,0,0,0,0,0,0,0,97,2,,Louisiana
3,83,BAL,Orlando Brown,T,22,2019,0,1,2,20,20,32,0,0,0,0,0,0,0,0,0,0,0,,,,Oklahoma
3,84,LAC,Justin Jones,DT,23,2019,0,0,1,6,6,27,0,0,0,0,0,0,0,0,0,0,0,25,,0.5,North Carolina St.
3,85,CAR,Rashaan Gaulden,CB,23,2019,0,0,0,1,1,25,0,0,0,0,0,0,0,0,0,0,0,13,,,Tennessee
3,86,BAL,Mark Andrews,TE,22,2019,0,1,0,17,17,31,0,0,0,0,0,0,0,0,98,1404,13,,,,Oklahoma
3,87,OAK,Arden Key,DE,22,2019,0,0,1,5,5,23,0,0,0,0,0,0,0,0,0,0,0,24,,3,LSU
3,88,GNB,Oren Burks,ILB,23,2019,0,0,0,4,4,26,0,0,0,0,0,0,0,0,0,0,0,21,,,Vanderbilt
3,89,LAR,Joseph Noteboom,T,23,2019,0,0,0,5,5,22,0,0,0,0,0,0,0,0,0,0,0,,,,TCU
3,90,ATL,Deadrin Senat,DT,24,2019,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,15,,,South Florida
3,91,NOR,Tre'Quan Smith,WR,22,2019,0,0,0,7,7,26,0,0,0,0,0,0,0,0,46,661,10,,,,Central Florida
3,92,PIT,Chukwuma Okorafor,T,21,2019,0,0,0,2,2,14,0,0,0,0,0,0,0,0,0,0,0,,,,West. Michigan
3,93,JAX,Ronnie Harrison,S,21,2019,0,0,1,9,9,28,0,0,0,0,0,0,0,0,0,0,0,67,3,3,Alabama
3,94,TAM,Alex Cappa,T,23,2019,0,0,1,6,6,19,0,0,0,0,0,0,0,0,0,0,0,,,,Humboldt St.
3,95,SFO,Tarvarius Moore,S,22,2019,0,0,0,3,3,32,0,0,0,0,0,0,0,0,0,0,0,30,,,Southern Miss
3,96,BUF,Harrison Phillips,DT,22,2019,0,0,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,21,,0.5,Stanford
3,97,ARI,Mason Cole,C,22,2019,0,0,1,6,6,32,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan
3,98,HOU,Jordan Akins,TE,26,2019,0,0,1,6,6,32,0,0,0,0,0,0,0,0,53,643,2,,,,Central Florida
3,99,DEN,Isaac Yiadom,CB,22,2019,0,0,1,5,5,29,0,0,0,0,0,0,0,0,0,0,0,45,1,,Boston Col.
3,100,KAN,Dorian O'Daniel,OLB,24,2019,0,0,0,3,3,30,0,0,0,0,0,0,0,0,0,0,0,21,,,Clemson
4,101,CAR,Ian Thomas,TE,22,2019,0,0,0,4,4,32,0,0,0,0,0,0,0,0,52,469,3,1,,,Indiana
4,102,MIN,Jalyn Holmes,DE,22,2019,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,5,,1,Ohio St.
4,103,HOU,Keke Coutee,WR,21,2019,0,0,0,5,5,15,0,0,0,0,0,5,14,1,50,541,1,,,,Texas Tech
4,104,IND,Nyheim Hines,RB,21,2019,0,0,0,12,12,32,0,0,0,0,0,137,513,4,107,745,2,1,,,North Carolina St.
4,105,CLE,Antonio Callaway,WR,21,2019,0,0,1,5,5,20,0,0,0,0,0,2,7,0,51,675,5,,,,Florida
4,106,DEN,Josey Jewell,ILB,23,2019,0,0,1,8,8,31,0,0,0,0,0,0,0,0,0,0,0,56,,1.5,Iowa
4,107,NYJ,Chris Herndon,TE,22,2019,0,0,1,4,4,17,0,0,0,0,0,0,0,0,40,509,4,,,,Miami (FL)
4,108,NYG,Kyle Lauletta,QB,23,2018,0,0,0,0,0,2,0,5,0,0,1,1,-2,0,0,0,0,,,,Richmond
4,109,WAS,Troy Apke,S,23,2019,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,14,1,,Penn St.
4,110,OAK,Nick Nelson,CB,21,2019,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,10,,,Wisconsin
4,111,LAR,Brian Allen,C,22,2019,0,0,1,5,5,22,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan St.
4,112,CIN,Mark Walton,RB,21,2019,0,0,0,3,1,21,0,0,0,0,0,67,235,0,20,130,0,4,,,Miami (FL)
4,113,DEN,DaeSean Hamilton,WR,23,2019,0,0,0,4,4,30,0,0,0,0,0,0,0,0,58,540,3,,,,Penn St.
4,114,DET,Da'Shawn Hand,DE,22,2019,0,0,0,6,6,16,0,0,0,0,0,0,0,0,0,0,0,26,,3,Alabama
4,115,CHI,Joel Iyiegbuniwe,LB,22,2019,0,0,0,2,2,31,0,0,0,0,0,0,0,0,0,0,0,9,,,Western Kentucky
4,116,DAL,Dorance Armstrong,DE,21,2019,0,0,0,4,4,30,0,0,0,0,0,0,0,0,0,0,0,19,,2.5,Kansas
4,117,TAM,Jordan Whitehead,S,21,2019,0,0,2,8,8,29,0,0,0,0,0,0,0,0,0,0,0,110,1,,Pittsburgh
4,118,BAL,Anthony Averett,CB,23,2019,0,0,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,18,,,Alabama
4,119,LAC,Kyzir White,S,22,2019,0,0,0,6,6,19,0,0,0,0,0,0,0,0,0,0,0,37,2,,West Virginia
4,120,SEA,Will Dissly,TE,22,2019,0,0,0,4,4,10,0,0,0,0,0,1,7,0,31,418,6,,,,Washington
4,121,BUF,Taron Johnson,CB,22,2019,0,0,0,5,5,23,0,0,0,0,0,0,0,0,0,0,0,73,1,2,Weber St.
4,122,BAL,Kenny Young,LB,23,2019,0,0,0,7,6,30,0,0,0,0,0,0,0,0,0,0,0,51,,2.5,UCLA
4,123,MIA,Durham Smythe,TE,22,2019,0,0,1,0,0,31,0,0,0,0,0,0,0,0,13,115,0,,,,Notre Dame
4,124,KAN,Armani Watts,S,22,2019,0,0,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,8,,2,Texas A&M
4,125,PHI,Avonte Maddox,CB,22,2019,0,0,0,7,7,25,0,0,0,0,0,0,0,0,0,0,0,66,2,1.5,Pittsburgh
4,126,ATL,Ito Smith,RB,22,2019,0,0,0,4,4,21,0,0,0,0,0,112,421,5,38,239,0,,,,Southern Miss
4,127,NOR,Rick Leonard,T,21,,0,0,0,,,,,,,,,,,,,,,,,,Florida St.
4,128,SFO,Kentavius Street,DT,21,2019,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,,,North Carolina St.
4,129,JAX,Will Richardson,T,22,2019,0,0,0,2,2,15,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina St.
4,130,PHI,Josh Sweat,DE,21,2019,0,0,0,3,3,25,0,0,0,0,0,0,0,0,0,0,0,15,,4,Florida St.
4,131,MIA,Kalen Ballage,RB,22,2019,0,0,0,3,3,24,0,0,0,0,0,110,326,4,23,119,0,3,,,Arizona St.
4,132,BAL,Jaleel Scott,WR,23,2019,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,6,0,,,,New Mexico St.
4,133,GNB,J'Mon Moore,WR,23,2018,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,15,0,2,,,Missouri
4,134,ARI,Chase Edmonds,RB,22,2019,0,0,0,5,5,29,0,0,0,0,0,120,511,6,32,208,1,7,,,Fordham
4,135,LAR,John Franklin-Myers,DE,21,2018,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,6,,2,S.F. Austin
4,136,CAR,Marquis Haynes,OLB,24,2019,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,5,,1,Mississippi
4,137,DAL,Dalton Schultz,TE,22,2019,0,0,0,1,1,27,0,0,0,0,0,0,0,0,13,122,0,1,,,Stanford
5,138,GNB,Cole Madison,G,23,,0,0,0,,,,,,,,,,,,,,,,,,Washington St.
5,139,NYG,R.J. McIntosh,DT,22,2019,0,0,0,2,2,18,0,0,0,0,0,0,0,0,0,0,0,10,,2,Miami (FL)
5,140,OAK,Maurice Hurst,DT,23,2019,0,0,1,8,8,29,0,0,0,0,0,0,0,0,0,0,0,37,1,7.5,Michigan
5,141,SEA,Shaquem Griffin,OLB,23,2019,0,0,0,3,3,32,0,0,0,0,0,0,0,0,0,0,0,10,,,Central Florida
5,142,SFO,D.J. Reed,CB,21,2019,0,0,0,2,2,31,0,0,0,0,0,0,0,0,0,0,0,37,,1,Kansas St.
5,143,NWE,Ja'Whaun Bentley,ILB,22,2019,0,0,0,6,6,19,0,0,0,0,0,0,0,0,0,0,0,34,1,,Purdue
5,144,TAM,Justin Watson,WR,23,2019,0,0,0,1,1,28,0,0,0,0,0,0,0,0,16,164,2,6,,,Pennsylvania
5,145,CHI,Bilal Nichols,DT,21,2019,0,0,1,11,11,27,0,0,0,0,0,0,0,0,0,0,0,35,,3,Delaware
5,146,SEA,Tre Flowers,S,23,2019,0,0,2,12,12,30,0,0,0,0,0,0,0,0,0,0,0,120,3,2,Oklahoma St.
5,147,LAR,Micah Kiser,ILB,23,2018,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,2,,,Virginia
5,148,PIT,Marcus Allen,S,22,2019,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,,Penn St.
5,149,SEA,Michael Dickson,P,22,2019,1,1,2,5,5,32,0,0,0,0,0,1,9,0,0,0,0,,,,Texas
5,150,CLE,Genard Avery,LB,23,2019,0,0,0,5,4,26,0,0,0,0,0,0,0,0,0,0,0,32,,5,Memphis
5,151,CIN,Davontae Harris,CB,23,2019,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,28,,,Illinois St.
5,152,TEN,Dane Cruikshank,CB,23,2019,0,0,0,2,2,28,0,0,0,0,0,0,0,0,1,66,1,11,,,Arizona
5,153,DET,Tyrell Crosby,T,23,2019,0,0,0,5,5,26,0,0,0,0,0,0,0,0,0,0,0,,,,Oregon
5,154,BUF,Siran Neal,CB,24,2019,0,0,0,2,2,31,0,0,0,0,0,0,0,0,0,0,0,30,,1,Jacksonville St.
5,155,LAC,Scott Quessenberry,C,23,2019,0,0,1,6,6,31,0,0,0,0,0,0,0,0,0,0,0,,,,UCLA
5,156,DEN,Troy Fumagalli,TE,23,2019,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,38,1,,,,Wisconsin
5,157,MIN,Tyler Conklin,TE,23,2019,0,0,0,2,2,31,0,0,0,0,0,0,0,0,13,135,0,,,,Central Michigan
5,158,CIN,Andrew Brown,DE,22,2019,0,0,0,2,2,14,0,0,0,0,0,0,0,0,0,0,0,10,,,Virginia
5,159,IND,Daurice Fountain,WR,22,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Northern Iowa
5,160,LAR,Ogbonnia Okoronkwo,DE,23,2019,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,3,,1.5,Oklahoma
5,161,CAR,Jermaine Carter,LB,23,2019,0,0,0,4,4,32,0,0,0,0,0,0,0,0,0,0,0,23,,0.5,Maryland
5,162,BAL,Jordan Lasley,WR,21,,0,0,0,,,,,,,,,,,,,,,,,,UCLA
5,163,WAS,Tim Settle,DT,21,2019,0,0,0,3,3,31,0,0,0,0,0,0,0,0,0,0,0,15,,2,Virginia Tech
5,164,NOR,Natrell Jamerson,S,22,2019,0,0,0,1,,17,0,0,0,0,0,0,0,0,0,0,0,9,,,Wisconsin
5,165,PIT,Jaylen Samuels,TE,22,2019,0,0,0,6,6,28,4,5,35,0,1,122,431,1,73,504,4,,,,North Carolina St.
5,166,BUF,Wyatt Teller,G,23,2019,0,0,1,6,2,23,0,0,0,0,0,0,0,0,1,-5,0,,,,Virginia Tech
5,167,MIN,Daniel Carlson,K,23,2019,0,0,2,4,-1,28,0,0,0,0,0,0,0,0,0,0,0,1,,,Auburn
5,168,SEA,Jamarco Jones,T,22,2019,0,0,0,3,3,15,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.
5,169,IND,Jordan Wilkins,RB,24,2019,0,0,0,5,5,30,0,0,0,0,0,111,643,3,23,128,0,,,,Mississippi
5,170,CIN,Darius Phillips,CB,23,2019,0,0,0,3,3,23,0,0,0,0,0,0,0,0,0,0,0,23,4,,West. Michigan
5,171,DAL,Mike White,QB,23,,0,0,0,,,,,,,,,,,,,,,,,,Western Kentucky
5,172,GNB,JK Scott,P,21,2019,0,0,2,4,4,32,0,1,0,0,0,0,0,0,0,0,0,2,,,Alabama
5,173,OAK,Johnny Townsend,P,23,2018,0,0,1,2,2,16,0,0,0,0,0,1,42,0,0,0,0,,,,Florida
5,174,GNB,Marquez Valdes-Scantling,WR,23,2019,0,0,2,8,8,32,0,0,0,0,0,4,38,0,64,1033,4,2,,,South Florida
6,175,CLE,Damion Ratley,WR,23,2019,0,0,0,3,3,26,0,0,0,0,0,0,0,0,25,344,1,,,,Texas A&M
6,176,LAR,John Kelly,RB,21,2019,0,0,0,1,1,8,0,0,0,0,0,30,83,0,2,27,0,,,,Tennessee
6,177,HOU,Duke Ejiofor,DE,23,2018,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,6,,1,Wake Forest
6,178,NWE,Christian Sam,ILB,22,,0,0,0,,,,,,,,,,,,,,,,,,Arizona St.
6,179,NYJ,Parry Nickerson,CB,23,2019,0,0,0,1,1,20,0,0,0,0,0,0,0,0,0,0,0,20,,,Tulane
6,180,NYJ,Folorunso Fatukasi,DT,23,2019,0,0,0,2,2,15,0,0,0,0,0,0,0,0,0,0,0,14,,1,Connecticut
6,181,CHI,Kylie Fitts,DE,23,2019,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,,,,Utah
6,182,ARI,Christian Campbell,CB,22,,0,0,0,,,,,,,,,,,,,,,,,,Penn St.
6,183,DEN,Sam Jones,G,22,2018,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,Arizona St.
6,184,SFO,Marcell Harris,S,24,2019,0,0,0,4,4,21,0,0,0,0,0,0,0,0,0,0,0,42,,,Florida
6,185,IND,Deon Cain,WR,22,2019,0,0,0,1,0,13,0,0,0,0,0,0,0,0,9,124,0,,,,Clemson
6,186,SEA,Jacob Martin,LB,22,2019,0,0,0,3,2,30,0,0,0,0,0,0,0,0,0,0,0,14,,6.5,Temple
6,187,BUF,Ray-Ray McCloud,WR,21,2019,0,0,0,0,0,16,0,0,0,0,0,2,4,0,5,36,0,,,,Clemson
6,188,CLE,Simeon Thomas,CB,24,2019,0,0,0,1,,12,0,0,0,0,0,0,0,0,0,0,0,2,,,Louisiana
6,189,NOR,Kamrin Moore,CB,21,2018,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,,,,Boston Col.
6,190,BAL,DeShon Elliott,S,21,2019,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,,,Texas
6,191,LAC,Dylan Cantrell,WR,24,,0,0,0,,,,,,,,,,,,,,,,,,Texas Tech
6,192,LAR,Jamil Demby,T,22,2019,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,,,,Maine
6,193,DAL,Chris Covington,LB,22,2019,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,,,Indiana
6,194,ATL,Russell Gage,WR,22,2019,0,0,0,5,5,31,0,0,0,0,0,4,12,0,55,509,1,6,,,LSU
6,195,LAR,Sebastian Joseph,DT,23,2019,0,0,1,6,6,16,0,0,0,0,0,0,0,0,0,0,0,25,,2,Rutgers
6,196,KAN,Tremon Smith,WR,22,2019,0,0,0,1,1,22,0,0,0,0,0,0,0,0,0,0,0,4,,,Central Arkansas
6,197,WAS,Shaun Dion Hamilton,LB,22,2019,0,0,0,5,5,32,0,0,0,0,0,0,0,0,0,0,0,54,1,2.5,Alabama
6,198,KAN,Kahlil McKenzie,DT,21,,0,0,0,,,,,,,,,,,,,,,,,,Tennessee
6,199,TEN,Luke Falk,QB,23,2019,0,0,0,1,,3,47,73,416,0,3,0,0,0,0,0,0,,,,Washington St.
6,200,ATL,Foyesade Oluokun,S,23,2019,0,0,0,6,6,32,0,0,0,0,0,0,0,0,0,0,0,88,,,Yale
6,201,NOR,Boston Scott,RB,23,2019,0,0,0,3,,13,0,0,0,0,0,61,245,5,24,204,0,,,,Louisiana Tech
