Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,PAtt,PYds,PTD,Int,RushAtt,RushYds,RushTD,Rec,RecYds,RecTD,Solo,Int,Sk,College/Univ
2,35,SEA,Malik McDowell,DT,21,,0,0,0,,,,,,,,,,,,,,,,,,Michigan St.
2,36,ARI,Budda Baker,S,21,2019,1,2,2,19,19,46,0,0,0,0,0,0,0,0,0,0,0,240,,3.5,Washington
2,37,BUF,Zay Jones,WR,22,2019,0,0,2,10,9,46,0,1,0,0,0,2,3,0,110,1184,9,,,,East Carolina
2,38,LAC,Forrest Lamp,G,23,2019,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,,,,Western Kentucky
2,39,NYJ,Marcus Maye,S,24,2019,0,0,2,14,14,38,0,0,0,0,0,0,0,0,0,0,0,136,4,0.5,Florida
2,40,CAR,Curtis Samuel,WR,21,2019,0,0,2,12,12,38,0,0,0,0,0,31,278,3,108,1236,11,5,,,Ohio St.
2,41,MIN,Dalvin Cook,RB,22,2019,0,1,2,23,23,29,0,0,0,0,0,457,2104,17,104,914,2,,,,Florida St.
2,42,NOR,Marcus Williams,S,20,2019,0,0,3,16,16,46,0,0,0,0,0,0,0,0,0,0,0,146,10,1,Utah
2,43,PHI,Sidney Jones,CB,21,2019,0,0,0,4,4,22,0,0,0,0,0,0,0,0,0,0,0,41,2,,Washington
2,44,LAR,Gerald Everett,TE,23,2019,0,0,0,9,9,45,0,0,0,0,0,4,29,0,86,972,7,,,,South Alabama
2,45,CHI,Adam Shaheen,TE,22,2019,0,0,0,2,2,27,0,0,0,0,0,0,0,0,26,249,4,,,,Ashland
2,46,IND,Quincy Wilson,CB,21,2019,0,0,0,5,5,29,0,0,0,0,0,0,0,0,0,0,0,48,2,,Florida
2,47,BAL,Tyus Bowser,OLB,22,2019,0,0,0,6,6,47,0,0,0,0,0,0,0,0,0,0,0,31,1,8.5,Houston
2,48,CIN,Joe Mixon,RB,21,2019,0,0,2,24,24,44,0,0,0,0,0,693,2931,17,108,870,4,,,,Oklahoma
2,49,WAS,Ryan Anderson,OLB,23,2019,0,0,0,5,5,43,0,0,0,0,0,0,0,0,0,0,0,48,,6,Alabama
2,50,TAM,Justin Evans,S,22,2018,0,0,2,7,7,24,0,0,0,0,0,0,0,0,0,0,0,93,4,,Texas A&M
2,51,DEN,DeMarcus Walker,DE,22,2019,0,0,0,4,4,23,0,0,0,0,0,0,0,0,0,0,0,22,,6,Florida St.
2,52,CLE,DeShone Kizer,QB,21,2018,0,0,1,6,5,18,275,518,3081,11,24,82,458,5,0,0,0,,,,Notre Dame
2,53,DET,Teez Tabor,CB,21,2018,0,0,0,3,3,22,0,0,0,0,0,0,0,0,0,0,0,36,,,Florida
2,54,MIA,Raekwon McMillan,LB,21,2019,0,0,2,11,11,29,0,0,0,0,0,0,0,0,0,0,0,104,,,Ohio St.
2,55,NYG,Dalvin Tomlinson,DT,23,2019,0,0,3,20,20,48,0,0,0,0,0,0,0,0,0,0,0,81,,4.5,Alabama
2,56,OAK,Obi Melifonwu,S,23,2018,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,9,,,Connecticut
2,57,HOU,Zach Cunningham,LB,22,2019,0,0,3,21,21,46,0,0,0,0,0,0,0,0,0,0,0,216,1,3.5,Vanderbilt
2,58,SEA,Ethan Pocic,C,22,2019,0,0,0,8,8,30,0,0,0,0,0,0,0,0,0,0,0,,,,LSU
2,59,KAN,Tanoh Kpassagnon,DE,23,2019,0,0,1,8,8,45,0,0,0,0,0,0,0,0,0,0,0,32,,6,Villanova
2,60,DAL,Chidobe Awuzie,CB,22,2019,0,0,2,14,14,41,0,0,0,0,0,0,0,0,0,0,0,119,3,,Colorado
2,61,GNB,Josh Jones,S,22,2019,0,0,0,5,5,35,0,0,0,0,0,0,0,0,0,0,0,101,1,3,North Carolina St.
2,62,PIT,JuJu Smith-Schuster,WR,20,2019,0,1,2,24,24,42,0,0,0,0,0,1,13,0,211,2895,17,,,,USC
2,63,BUF,Dion Dawkins,G,23,2019,0,0,3,18,18,48,0,0,0,0,0,0,0,0,2,8,2,,,,Temple
2,64,CAR,Taylor Moton,G,23,2019,0,0,2,18,18,48,0,0,0,0,0,0,0,0,0,0,0,,,,West. Michigan
3,65,CLE,Larry Ogunjobi,DT,23,2019,0,0,2,16,16,45,0,0,0,0,0,0,0,0,0,0,0,85,,12,Charlotte
3,66,SFO,Ahkello Witherspoon,CB,22,2019,0,0,2,11,11,36,0,0,0,0,0,0,0,0,0,0,0,82,3,,Colorado
3,67,NOR,Alvin Kamara,RB,22,2019,0,3,2,41,41,45,1,1,13,0,0,485,2408,27,243,2068,10,,,,Tennessee
3,68,JAX,Dawuane Smoot,DE,22,2019,0,0,0,5,5,40,0,0,0,0,0,0,0,0,0,0,0,29,,6,Illinois
3,69,LAR,Cooper Kupp,WR,24,2019,0,0,2,23,23,39,0,2,0,0,0,6,29,0,196,2596,21,,,,East. Washington
3,70,MIN,Pat Elflein,C,23,2019,0,0,3,21,21,43,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.
3,71,LAC,Dan Feeney,G,23,2019,0,0,3,20,20,47,0,0,0,0,0,0,0,0,0,0,0,,,,Indiana
3,72,TEN,Taywan Taylor,WR,22,2019,0,0,0,6,6,32,0,0,0,0,0,8,43,0,53,697,2,4,,,Western Kentucky
3,73,CIN,Jordan Willis,OLB,22,2019,0,0,0,5,4,41,0,0,0,0,0,0,0,0,0,0,0,36,,3,Kansas St.
3,74,BAL,Chris Wormley,DE,23,2019,0,0,0,10,10,39,0,0,0,0,0,0,0,0,0,0,0,35,,2.5,Michigan
3,75,ATL,Duke Riley,LB,23,2019,0,0,1,8,7,44,0,0,0,0,0,0,0,0,0,0,0,57,,,LSU
3,76,NOR,Alex Anzalone,LB,22,2019,0,0,0,6,6,22,0,0,0,0,0,0,0,0,0,0,0,63,1,4,Florida
3,77,CAR,Daeshon Hall,DE,22,2019,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,5,,1.5,Texas A&M
3,78,BAL,Tim Williams,OLB,23,2019,0,0,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,13,,2,Alabama
3,79,NYJ,ArDarius Stewart,WR,23,2017,0,0,0,1,1,15,0,0,0,0,0,7,27,0,6,82,0,,,,Alabama
3,80,IND,Tarell Basham,DE,23,2019,0,0,0,5,1,42,0,0,0,0,0,0,0,0,0,0,0,27,1,4,Ohio
3,81,WAS,Fabian Moreau,CB,23,2019,0,0,1,8,8,44,0,0,0,0,0,0,0,0,0,0,0,77,4,,UCLA
3,82,DEN,Carlos Henderson,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,Louisiana Tech
3,83,NWE,Derek Rivers,DE,23,2018,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,2,,1,Youngstown St.
3,84,TAM,Chris Godwin,WR,21,2019,0,1,1,19,19,46,0,0,0,0,0,1,8,0,179,2700,17,7,,,Penn St.
3,85,NWE,Antonio Garcia,T,23,,0,0,0,,,,,,,,,,,,,,,,,,Troy
3,86,KAN,Kareem Hunt,RB,22,2019,0,1,2,28,25,35,0,0,0,0,0,496,2330,17,116,1118,11,,,,Toledo
3,87,NYG,Davis Webb,QB,22,,0,0,0,,,,,,,,,,,,,,,,,,California
3,88,OAK,Eddie Vanderdoes,DT,22,2019,0,0,1,5,5,19,0,0,0,0,0,0,0,0,0,0,0,18,,,UCLA
3,89,HOU,D'Onta Foreman,RB,21,2018,0,0,0,3,3,11,0,0,0,0,0,85,326,2,8,111,1,,,,Texas
3,90,SEA,Shaquill Griffin,DB,22,2019,0,1,3,18,18,45,0,0,0,0,0,0,0,0,0,0,0,150,3,1,Central Florida
3,91,LAR,John Johnson,S,21,2019,0,0,2,13,13,38,0,0,0,0,0,0,0,0,0,0,0,162,7,,Boston Col.
3,92,DAL,Jourdan Lewis,CB,22,2019,0,0,0,9,9,46,0,0,0,0,0,2,12,0,0,0,0,95,4,4,Michigan
3,93,GNB,Montravius Adams,DT,22,2019,0,0,0,4,4,37,0,0,0,0,0,0,0,0,0,0,0,16,,1.5,Auburn
3,94,PIT,Cameron Sutton,CB,22,2019,0,0,0,4,4,36,0,0,0,0,0,0,0,0,0,0,0,37,2,1,Tennessee
3,95,SEA,Delano Hill,S,21,2019,0,0,0,5,5,40,0,0,0,0,0,0,0,0,0,0,0,31,,,Michigan
3,96,DET,Kenny Golladay,WR,23,2019,0,1,2,20,20,42,0,0,0,0,0,2,17,0,163,2730,19,,,,Northern Illinois
3,97,MIA,Cordrea Tankersley,CB,23,2018,0,0,1,3,3,17,0,0,0,0,0,0,0,0,0,0,0,26,,,Clemson
3,98,ARI,Chad Williams,WR,22,2019,0,0,0,1,1,17,0,0,0,0,0,3,42,0,20,202,1,,,,Grambling St.
3,99,PHI,Rasul Douglas,CB,22,2019,0,0,0,10,10,46,0,0,0,0,0,0,0,0,0,0,0,95,5,,West Virginia
3,100,TEN,Jonnu Smith,TE,22,2019,0,0,3,7,7,45,0,0,0,0,0,4,78,0,73,854,8,,,,Florida International
3,101,DEN,Brendan Langley,CB,22,2018,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,6,,,Lamar
3,102,SEA,Nazair Jones,DT,22,2018,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,12,1,2,North Carolina
3,103,NOR,Trey Hendrickson,OLB,22,2019,0,0,0,4,4,30,0,0,0,0,0,0,0,0,0,0,0,25,,6.5,Florida Atlantic
3,104,SFO,C.J. Beathard,QB,23,2018,0,0,0,7,7,13,225,393,2682,12,13,45,205,4,0,0,0,,,,Iowa
3,105,PIT,James Conner,RB,22,2019,0,1,2,16,16,37,0,0,0,0,0,363,1581,16,89,748,4,,,,Pittsburgh
3,106,SEA,Amara Darboh,WR,23,2017,0,0,0,1,1,16,0,0,0,0,0,0,0,0,8,71,0,2,,,Michigan
3,107,TAM,Kendell Beckwith,ILB,22,2017,0,0,0,5,5,16,0,0,0,0,0,0,0,0,0,0,0,60,,1,LSU
4,108,GNB,Vince Biegel,LB,24,2019,0,0,1,6,1,38,0,0,0,0,0,0,0,0,0,0,0,40,1,2.5,Wisconsin
4,109,MIN,Jaleel Johnson,DT,23,2019,0,0,0,5,5,37,0,0,0,0,0,0,0,0,0,0,0,21,,4,Iowa
4,110,JAX,Dede Westbrook,WR,23,2019,0,0,2,13,13,38,0,1,0,0,0,14,125,0,159,1716,9,,,,Oklahoma
4,111,SEA,Tedric Thompson,S,22,2019,0,0,1,8,8,29,0,0,0,0,0,0,0,0,0,0,0,52,3,,Colorado
4,112,CHI,Eddie Jackson,S,24,2019,1,2,3,29,29,46,0,0,0,0,0,0,0,0,0,0,0,147,10,2,Alabama
4,113,LAC,Rayshawn Jenkins,S,23,2019,0,0,1,8,8,46,0,0,0,0,0,0,0,0,0,0,0,57,3,0.5,Miami (FL)
4,114,WAS,Samaje Perine,RB,21,2019,0,0,1,5,5,28,0,0,0,0,0,188,651,1,25,187,1,,,,Oklahoma
4,115,ARI,Dorian Johnson,G,22,,0,0,0,,,,,,,,,,,,,,,,,,Pittsburgh
4,116,CIN,Carl Lawson,OLB,22,2019,0,0,0,5,5,35,0,0,0,0,0,0,0,0,0,0,0,31,,14.5,Auburn
4,117,LAR,Josh Reynolds,WR,22,2019,0,0,1,8,8,48,0,0,0,0,0,7,31,0,61,832,7,4,,,Texas A&M
4,118,PHI,Mack Hollins,WR,23,2019,0,0,0,3,3,32,0,0,0,0,0,0,0,0,26,351,1,4,,,North Carolina
4,119,CHI,Tarik Cohen,RB,22,2019,1,1,1,20,20,48,2,3,22,2,0,250,1027,5,203,1534,9,1,,,North Carolina A&T
4,120,MIN,Ben Gedeon,ILB,22,2019,0,0,2,15,15,39,0,0,0,0,0,0,0,0,0,0,0,59,,,Michigan
4,121,SFO,Joe Williams,RB,24,,0,0,0,,,,,,,,,,,,,,,,,,Utah
4,122,BAL,Nico Siragusa,G,23,,0,0,0,,,,,,,,,,,,,,,,,,San Diego St.
4,123,WAS,Montae Nicholson,S,21,2019,0,0,1,11,11,35,0,0,0,0,0,0,0,0,0,0,0,92,3,,Michigan St.
4,124,DET,Jalen Reeves-Maybin,LB,22,2019,0,0,0,5,5,39,0,0,0,0,0,0,0,0,0,0,0,50,,0.5,Tennessee
4,125,LAR,Samson Ebukam,OLB,22,2019,0,0,1,13,13,48,0,0,0,0,0,0,0,0,0,0,0,77,1,9.5,East. Washington
4,126,CLE,Howard Wilson,CB,21,,0,0,0,,,,,,,,,,,,,,,,,,Houston
4,127,DET,Michael Roberts,TE,23,2018,0,0,0,1,1,23,0,0,0,0,0,0,0,0,13,146,3,,,,Toledo
4,128,CIN,Josh Malone,WR,21,2019,0,0,0,1,1,22,0,0,0,0,0,2,2,0,7,75,1,,,,Tennessee
4,129,OAK,David Sharpe,T,21,2019,0,0,0,3,3,24,0,0,0,0,0,0,0,0,0,0,0,,,,Florida
4,130,HOU,Julie'n Davenport,T,22,2019,0,0,2,14,10,35,0,0,0,0,0,0,0,0,0,0,0,,,,Bucknell
4,131,NWE,Deatrich Wise,DE,23,2019,0,0,0,12,12,46,0,0,0,0,0,0,0,0,0,0,0,51,,11.5,Arkansas
4,132,PHI,Donnel Pumphrey,RB,22,,0,0,0,,,,,,,,,,,,,,,,,,San Diego St.
4,133,DAL,Ryan Switzer,WR,22,2019,0,0,0,3,1,41,0,0,0,0,0,10,26,0,50,321,1,,,,North Carolina
4,134,GNB,Jamaal Williams,RB,22,2019,0,0,1,15,15,46,0,0,0,0,0,381,1480,8,91,725,7,2,,,BYU
4,135,PIT,Joshua Dobbs,QB,22,2018,0,0,0,0,0,5,6,12,43,0,1,4,11,0,0,0,0,,,,Tennessee
4,136,ATL,Sean Harlow,G,22,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Oregon St.
4,137,IND,Zach Banner,T,23,2019,0,0,0,1,,22,0,0,0,0,0,0,0,0,0,0,0,,,,USC
4,138,CIN,Ryan Glasgow,DT,23,2019,0,0,0,3,3,24,0,0,0,0,0,0,0,0,0,0,0,19,,,Michigan
4,139,KAN,Jehu Chesson,WR,23,2018,0,0,0,0,0,24,0,0,0,0,0,1,-4,0,3,25,0,6,,,Michigan
4,140,NYG,Wayne Gallman,RB,22,2019,0,0,0,7,7,38,0,0,0,0,0,191,762,3,59,384,2,5,,,Clemson
4,141,NYJ,Chad Hansen,WR,22,2017,0,0,0,1,1,15,0,0,0,0,0,0,0,0,9,94,0,1,,,California
4,142,HOU,Carlos Watkins,DT,23,2019,0,0,0,5,5,26,0,0,0,0,0,0,0,0,0,0,0,21,,2,Clemson
4,143,IND,Marlon Mack,RB,21,2019,0,0,2,18,18,40,0,0,0,0,0,535,2357,20,52,410,2,,,,South Florida
4,144,IND,Grover Stewart,DT,23,2019,0,0,1,8,8,46,0,0,0,0,0,0,0,0,0,0,0,34,,3,Albany State (GA)
5,145,DEN,Jake Butt,TE,22,2018,0,0,0,1,1,3,0,0,0,0,0,0,0,0,8,85,0,,,,Michigan
5,146,SFO,George Kittle,TE,23,2019,1,2,2,24,24,45,0,0,0,0,0,6,32,0,216,2945,12,,,,Iowa
5,147,CHI,Jordan Morgan,G,23,,0,0,0,,,,,,,,,,,,,,,,,,Kutztown Pennsylvania
5,148,JAX,Blair Brown,LB,23,2018,0,0,0,3,3,28,0,0,0,0,0,0,0,0,0,0,0,13,,0.5,Ohio
5,149,ATL,Damontae Kazee,CB,24,2019,0,0,2,11,11,48,0,0,0,0,0,0,0,0,0,0,0,116,10,,San Diego St.
5,150,NYJ,Jordan Leggett,TE,22,2018,0,0,0,1,1,15,0,0,0,0,0,0,0,0,14,114,1,,,,Clemson
5,151,LAC,Desmond King,S,22,2019,1,0,1,15,15,47,0,0,0,0,0,0,0,0,0,0,0,152,4,6.5,Iowa
5,152,CAR,Corn Elder,CB,22,2019,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,3,,,Miami (FL)
5,153,CIN,Jake Elliott,K,22,2019,0,0,3,9,,47,0,1,0,0,1,0,0,0,0,0,0,1,,,Memphis
5,154,WAS,Jeremy Sprinkle,TE,23,2019,0,0,1,2,2,43,0,0,0,0,0,0,0,0,33,295,3,,,,Arkansas
5,155,TEN,Jayon Brown,LB,22,2019,0,0,2,17,17,46,0,0,0,0,0,0,0,0,0,0,0,170,2,8.5,UCLA
5,156,ATL,Brian Hill,RB,21,2019,0,0,0,5,4,29,0,0,0,0,0,109,517,2,13,114,1,3,,,Wyoming
5,157,ARI,Will Holden,T,23,2018,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,,,,Vanderbilt
5,158,IND,Nate Hairston,CB,23,2019,0,0,0,8,5,38,0,0,0,0,0,0,0,0,0,0,0,72,2,2,Temple
5,159,BAL,Jermaine Eluemunor,G,22,2019,0,0,0,4,3,27,0,0,0,0,0,0,0,0,0,0,0,,,,Texas A&M
5,160,CLE,Roderick Johnson,T,21,2019,0,0,0,3,,17,0,0,0,0,0,0,0,0,0,0,0,,,,Florida St.
5,161,IND,Anthony Walker,LB,22,2019,0,0,2,16,16,41,0,0,0,0,0,0,0,0,0,0,0,163,2,3.5,Northwestern
5,162,TAM,Jeremy McNichols,RB,21,2019,0,0,0,0,,5,0,0,0,0,0,4,8,0,0,0,0,1,,,Boise St.
5,163,BUF,Matt Milano,LB,23,2019,0,0,2,23,23,44,0,0,0,0,0,0,0,0,0,0,0,148,4,2.5,Boston Col.
5,164,MIA,Isaac Asiata,G,24,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Utah
5,165,DET,Jamal Agnew,CB,22,2019,1,0,0,12,12,32,0,0,0,0,0,4,35,0,3,16,0,22,,,San Diego
5,166,PHI,Shelton Gibson,WR,22,2018,0,0,0,0,0,20,0,0,0,0,0,0,0,0,3,59,0,2,,,West Virginia
5,167,NYG,Avery Moss,DE,22,2019,0,0,1,5,2,22,0,0,0,0,0,0,0,0,0,0,0,22,,,Youngstown St.
5,168,OAK,Marquel Lee,LB,21,2019,0,0,0,8,8,34,0,0,0,0,0,0,0,0,0,0,0,59,,,Wake Forest
5,169,HOU,Treston Decoud,S,24,2018,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,6,,,Oregon St.
5,170,MIN,Rodney Adams,WR,22,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,South Florida
5,171,BUF,Nathan Peterman,QB,23,2018,0,0,0,2,2,8,68,130,548,3,12,17,73,1,0,0,0,,,,Pittsburgh
5,172,DEN,Isaiah McKenzie,WR,22,2019,0,0,1,4,0,34,0,0,0,0,0,19,119,2,49,462,1,2,,,Georgia
5,173,PIT,Brian Allen,DB,23,2018,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,1,,,Utah
5,174,ATL,Eric Saubert,TE,23,2019,0,0,0,0,0,32,0,0,0,0,0,0,0,0,7,69,0,2,,,Drake
5,175,GNB,DeAngelo Yancey,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,Purdue
5,176,CIN,JJ Dielman,C,23,,0,0,0,,,,,,,,,,,,,,,,,,Utah
5,177,SFO,Trent Taylor,WR,23,2018,0,0,0,5,5,29,0,0,0,0,0,0,0,0,69,645,3,,,,Louisiana Tech
5,178,MIA,Davon Godchaux,DT,22,2019,0,0,2,15,15,47,0,0,0,0,0,0,0,0,0,0,0,90,,3,LSU
5,179,ARI,T.J. Logan,RB,23,2019,0,0,0,0,0,22,0,0,0,0,0,5,12,0,9,50,0,,,,North Carolina
5,180,MIN,Danny Isidora,G,23,2019,0,0,0,4,3,24,0,0,0,0,0,0,0,0,0,0,0,,,,Miami (FL)
5,181,NYJ,Dylan Donahue,DL,25,2017,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,,,West Georgia
5,182,GNB,Aaron Jones,RB,22,2019,0,0,2,20,20,40,0,0,0,0,0,450,2260,28,84,702,4,,,,Texas-El Paso
5,183,KAN,Ukeme Eligwe,LB,23,2018,0,0,0,2,1,24,0,0,0,0,0,0,0,0,0,0,0,9,,1,Georgia Southern
5,184,PHI,Nathan Gerry,S,22,2019,0,0,1,12,12,39,0,0,0,0,0,0,0,0,0,0,0,64,3,2.5,Nebraska
6,185,CLE,Caleb Brantley,DT,23,2019,0,0,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,13,,2,Florida
6,186,BAL,Chuck Clark,DB,22,2019,0,0,1,7,7,47,0,0,0,0,0,0,0,0,0,0,0,71,2,1,Virginia Tech
6,187,SEA,Michael Tyson,S,24,2018,0,0,0,1,,10,0,0,0,0,0,0,0,0,0,0,0,3,,,Cincinnati
6,188,NYJ,Elijah McGuire,RB,23,2018,0,0,0,6,6,24,0,0,0,0,0,180,591,4,36,370,2,,,,Louisiana
6,189,LAR,Tanzel Smart,DT,22,2019,0,0,0,4,4,31,0,0,0,0,0,0,0,0,0,0,0,11,,,Tulane
6,190,LAC,Sam Tevi,T,22,2019,0,0,2,18,18,44,0,0,0,0,0,0,0,0,0,0,0,,,,Utah
6,191,DAL,Xavier Woods,S,22,2019,0,0,2,13,13,45,0,0,0,0,0,0,0,0,0,0,0,123,5,,Louisiana Tech
6,192,CAR,Alex Armah,FB,23,2019,0,0,0,1,1,41,0,0,0,0,0,15,26,3,3,11,0,1,,,West Georgia
6,193,CIN,Jordan Evans,LB,22,2019,0,0,0,7,7,45,0,0,0,0,0,0,0,0,0,0,0,69,1,1.5,Oklahoma
6,194,MIA,Vincent Taylor,DT,23,2019,0,0,0,3,2,24,0,0,0,0,0,0,0,0,0,0,0,32,,2,Oklahoma St.
6,195,BUF,Tanner Vallejo,LB,22,2019,0,0,0,3,1,39,0,0,0,0,0,0,0,0,0,0,0,29,,1,Boise St.
6,196,NOR,Al-Quadin Muhammad,DE,22,2019,0,0,0,6,0,35,0,0,0,0,0,0,0,0,0,0,0,36,,3,Miami (FL)
6,197,NYJ,Jeremy Clark,CB,23,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan
6,198,SFO,D.J. Jones,DT,22,2019,0,0,0,9,9,30,0,0,0,0,0,0,0,0,0,0,0,38,,2,Mississippi
6,199,WAS,Chase Roullier,C,24,2019,0,0,2,14,14,43,0,0,0,0,0,0,0,0,0,0,0,,,,Wyoming
6,200,NYG,Adam Bisnowaty,T,23,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Pittsburgh
6,201,MIN,Bucky Hodges,TE,22,,0,0,0,,,,,,,,,,,,,,,,,,Virginia Tech
6,202,SFO,Pita Taumoepenu,OLB,23,2018,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,,,Utah
