Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,PAtt,PYds,PTD,Int,RushAtt,RushYds,RushTD,Rec,RecYds,RecTD,Solo,Int,Sk,College/Univ
2,50,KAN,Javier Arenas,DB,22,2014,0,0,1,8,7,69,0,0,0,0,0,4,17,1,0,0,0,137,2,5,Alabama
2,51,MIN,Toby Gerhart,RB,23,2015,0,0,0,16,13,82,0,0,0,0,0,397,1675,7,100,809,3,7,,,Stanford
2,52,PIT,Jason Worilds,DE,22,2014,0,0,1,21,21,73,0,0,0,0,0,0,0,0,0,0,0,144,1,25.5,Virginia Tech
2,53,NWE,Jermaine Cunningham,LB,22,2014,0,0,1,8,8,38,0,0,0,0,0,0,0,0,0,0,0,44,,3.5,Florida
2,54,CIN,Carlos Dunlap,DE,21,2019,0,2,7,61,61,148,0,0,0,0,0,0,0,0,0,0,0,315,2,81.5,Florida
2,55,DAL,Sean Lee,LB,24,2019,1,2,6,52,52,109,0,0,0,0,0,0,0,0,0,0,0,510,14,4,Penn St.
2,56,GNB,Mike Neal,DE,23,2015,0,0,2,17,17,68,0,0,0,0,0,0,0,0,0,0,0,92,1,19,Purdue
2,57,BAL,Terrence Cody,DT,22,2014,0,0,1,14,14,57,0,0,0,0,0,0,0,0,0,0,0,45,,,Alabama
2,58,HOU,Ben Tate,RB,22,2014,0,0,0,14,13,51,0,0,0,0,0,540,2363,14,67,347,0,,,,Auburn
2,59,CLE,Montario Hardesty,RB,23,2012,0,0,0,4,4,23,0,0,0,0,0,153,537,1,16,138,0,,,,Tennessee
2,60,SEA,Golden Tate,WR,22,2019,0,1,7,56,16,148,1,1,23,1,0,44,216,0,660,7890,44,,,,Notre Dame
2,61,NYJ,Vlad Ducasse,T,22,2018,0,0,4,20,2,110,0,0,0,0,0,0,0,0,0,0,0,,,,Massachusetts
2,62,NWE,Brandon Spikes,LB,23,2016,0,0,4,23,18,78,0,0,0,0,0,0,0,0,0,0,0,212,2,2,Florida
2,63,IND,Pat Angerer,LB,23,2013,0,0,2,17,17,54,0,0,0,0,0,0,0,0,0,0,0,195,2,2.5,Iowa
2,64,NOR,Charles Brown,T,23,2015,0,0,1,15,15,54,0,0,0,0,0,0,0,0,0,0,0,,,,USC
3,65,STL,Jerome Murphy,DB,23,2013,0,0,0,3,2,33,0,0,0,0,0,0,0,0,0,0,0,33,1,,South Florida
3,66,DET,Amari Spievey,DB,22,2012,0,0,2,12,12,35,0,0,0,0,0,0,0,0,0,0,0,117,5,1,Iowa
3,67,TAM,Myron Lewis,DB,22,2012,0,0,0,1,1,28,0,0,0,0,0,0,0,0,0,0,0,20,,,Vanderbilt
3,68,KAN,Jon Asamoah,G,22,2014,0,0,4,21,13,75,0,0,0,0,0,0,0,0,0,0,0,,,,Illinois
3,69,OAK,Jared Veldheer,T,23,2019,0,0,8,47,20,120,0,0,0,0,0,0,0,0,0,0,0,,,,Hillsdale
3,70,BAL,Ed Dickson,TE,23,2018,0,0,6,16,9,134,0,0,0,0,0,1,9,0,190,2128,15,14,,,Oregon
3,71,GNB,Morgan Burnett,DB,21,2019,0,0,7,32,30,121,0,0,0,0,0,0,0,0,0,0,0,540,10,9.5,Georgia Tech
3,72,BUF,Alex Carrington,DE,23,2015,0,0,0,7,6,59,0,0,0,0,0,0,0,0,0,0,0,39,,4,Arkansas St.
3,73,MIA,John Jerry,T,24,2019,0,0,6,40,17,132,0,0,0,0,0,0,0,0,0,0,0,,,,Mississippi
3,74,JAX,D'Anthony Smith,DT,22,2015,0,0,1,1,1,14,0,0,0,0,0,0,0,0,0,0,0,8,,,Louisiana Tech
3,75,CHI,Major Wright,DB,22,2016,0,0,3,20,17,77,0,0,0,0,0,0,0,0,0,0,0,244,9,,Florida
3,76,NYG,Chad Jones,DB,,,0,0,0,,,,,,,,,,,,,,,,,,LSU
3,77,TEN,Damian Williams,WR,22,2014,0,0,1,9,9,57,0,0,0,0,0,1,5,0,107,1327,5,4,,,USC
3,78,CAR,Brandon LaFell,WR,23,2018,0,0,5,43,17,125,0,1,0,0,0,11,130,0,406,5398,31,2,,,LSU
3,79,SDG,Donald Butler,LB,21,2016,0,0,5,29,27,85,0,0,0,0,0,0,0,0,0,0,0,285,3,7,Washington
3,80,DEN,J.D. Walton,C,23,2015,0,0,3,23,15,56,0,0,0,0,0,0,0,0,0,0,0,,,,Baylor
3,81,HOU,Earl Mitchell,DT,22,2018,0,0,4,29,10,130,0,0,0,0,0,0,0,0,0,0,0,163,,6.5,Arizona
3,82,PIT,Emmanuel Sanders,WR,23,2019,0,2,7,55,12,144,3,3,78,2,0,18,159,1,601,7893,42,7,,,SMU
3,83,ATL,Corey Peters,DT,22,2019,0,0,7,42,23,129,0,0,0,0,0,0,0,0,0,0,0,183,1,17,Kentucky
3,84,CIN,Jordan Shipley,WR,24,2012,0,0,0,7,5,24,0,0,0,0,0,0,0,0,79,858,4,,,,Texas
3,85,CLE,Colt McCoy,QB,24,2019,0,0,2,13,10,39,560,923,6080,29,27,130,497,2,2,8,0,,,,Texas
3,86,PHI,Daniel Te'o-Nesheim,DE,23,2013,0,0,2,12,1,39,0,0,0,0,0,0,0,0,0,0,0,36,,5,Washington
3,87,DEN,Eric Decker,WR,23,2017,0,0,6,46,28,111,0,2,0,0,0,1,1,0,439,5816,53,8,,,Minnesota
3,88,ARI,Andre Roberts,WR,22,2019,1,2,2,23,14,148,0,0,0,0,0,12,104,0,257,3010,15,,,,The Citadel
3,89,CAR,Armanti Edwards,WR,22,2013,0,0,0,1,1,41,2,3,11,0,0,3,12,0,6,131,0,,,,Appalachian St.
3,90,NWE,Taylor Price,WR,22,2012,0,0,0,1,1,6,0,0,0,0,0,0,0,0,5,80,0,,,,Ohio
3,91,SFO,NaVorro Bowman,LB,22,2017,4,3,5,68,64,99,0,0,0,0,0,0,0,0,0,0,0,585,5,14,Penn St.
3,92,CLE,Shawn Lauvao,G,22,2018,0,0,6,34,15,99,0,0,0,0,0,0,0,0,0,0,0,,,,Arizona St.
3,93,KAN,Tony Moeaki,TE,23,2015,0,0,2,10,9,48,0,0,0,0,0,0,0,0,91,1201,6,,,,Iowa
3,94,IND,Kevin Thomas,DB,23,2011,0,0,0,2,2,9,0,0,0,0,0,0,0,0,0,0,0,20,,,USC
3,95,NOR,Jimmy Graham,TE,23,2019,1,5,9,59,39,153,0,0,0,0,0,2,3,0,649,7883,74,1,,,Miami (FL)
3,96,CIN,Brandon Ghee,DB,23,2014,0,0,0,3,2,29,0,0,0,0,0,0,0,0,0,0,0,17,1,,Wake Forest
3,97,TEN,Rennie Curran,LB,21,2010,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,4,,,Georgia
3,98,ATL,Mike Johnson,G,23,2014,0,0,0,2,2,18,0,0,0,0,0,0,0,0,1,1,1,,,,Alabama
4,99,STL,Mardy Gilyard,WR,23,2012,0,0,0,1,1,19,0,0,0,0,0,0,0,0,8,78,0,5,,,Cincinnati
4,100,MIN,Everson Griffen,DE,22,2019,0,4,6,62,62,147,0,0,0,0,0,0,0,0,0,0,0,258,2,74.5,USC
4,101,TAM,Mike Williams,WR,23,2014,0,0,3,25,25,63,1,1,28,0,0,1,3,0,223,3089,26,,,,Syracuse
4,102,HOU,Darryl Sharpton,LB,22,2014,0,0,1,10,9,47,0,0,0,0,0,0,0,0,0,0,0,117,1,1,Miami (FL)
4,103,WAS,Perry Riley,LB,22,2016,0,0,5,30,27,90,0,0,0,0,0,0,0,0,0,0,0,308,3,9.5,LSU
4,104,TEN,Alterraun Verner,DB,21,2017,0,1,4,33,24,125,0,0,0,0,0,0,0,0,0,0,0,371,15,0.5,UCLA
4,105,PHI,Trevard Lindley,DB,24,2010,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,22,1,,Kentucky
4,106,OAK,Bruce Campbell,T,22,2012,0,0,0,1,1,19,0,0,0,0,0,0,0,0,0,0,0,,,,Maryland
4,107,BUF,Marcus Easley,WR,22,2015,0,0,0,1,1,42,0,0,0,0,0,0,0,0,3,71,1,41,1,,Connecticut
4,108,OAK,Jacoby Ford,WR,23,2013,0,0,1,12,12,38,0,0,0,0,0,19,201,2,57,848,3,1,,,Clemson
4,109,CHI,Corey Wootton,DE,23,2014,0,0,0,15,13,60,0,0,0,0,0,0,0,0,0,0,0,65,,12,Northwestern
4,110,SDG,Darrell Stuckey,DB,23,2016,0,1,0,8,8,89,0,0,0,0,0,0,0,0,0,0,0,73,,1,Kansas
4,111,SEA,Walter Thurmond,DB,23,2015,0,0,1,12,5,52,0,0,0,0,0,0,0,0,0,0,0,121,4,3,Oregon
4,112,NYJ,Joe McKnight,RB,22,2014,0,0,0,7,6,41,0,0,0,0,0,113,505,0,23,241,2,8,,,USC
4,113,NWE,Aaron Hernandez,TE,20,2012,0,0,2,22,22,38,0,0,0,0,0,9,97,0,175,1956,18,,,,Florida
4,114,BAL,Dennis Pitta,TE,25,2016,0,0,1,16,16,66,0,0,0,0,0,0,0,0,224,2098,13,2,,,BYU
4,115,NYG,Phillip Dillard,LB,23,2012,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,,,Nebraska
4,116,PIT,Thaddeus Gibson,DE,22,2012,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,3,,,Ohio St.
4,117,ATL,Joe Hawley,C,21,2017,0,0,3,26,14,91,0,0,0,0,0,0,0,0,0,0,0,,,,UNLV
4,118,HOU,Garrett Graham,TE,24,2015,0,0,2,7,7,60,0,0,0,0,0,0,0,0,100,1059,10,5,,,Wisconsin
4,119,MIA,A.J. Edds,LB,22,2014,0,0,0,0,,17,0,0,0,0,0,0,0,0,0,0,0,4,,,Iowa
4,120,CIN,Geno Atkins,DT,22,2019,2,8,9,87,87,153,0,0,0,0,0,0,0,0,0,0,0,227,,75.5,Georgia
4,121,PHI,Keenan Clayton,LB,23,2012,0,0,0,3,2,36,0,0,0,0,0,0,0,0,0,0,0,38,,,Oklahoma
4,122,PHI,Mike Kafka,QB,23,2014,0,0,0,0,0,4,11,16,107,0,2,3,0,0,0,0,0,,,,Northwestern
4,123,NOR,Al Woods,DT,23,2019,0,0,3,23,,125,0,0,0,0,0,0,0,0,0,0,0,109,,5.5,LSU
4,124,CAR,Eric Norwood,LB,22,2011,0,0,0,2,2,28,0,0,0,0,0,0,0,0,0,0,0,19,,1,South Carolina
4,125,PHI,Clay Harbor,TE,23,2016,0,0,2,7,3,98,0,0,0,0,0,0,0,0,114,1170,8,7,,,SW Missouri St.
4,126,DAL,Akwasi Owusu-Ansah,DB,22,2013,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,15,,,Indiana (PA)
4,127,SEA,E.J. Wilson,DE,22,2010,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,,,North Carolina
4,128,DET,Jason Fox,T,22,2015,0,0,1,9,2,37,0,0,0,0,0,0,0,0,0,0,0,,,,Miami (FL)
4,129,IND,Jacques McClendon,G,22,2015,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,,,,Tennessee
4,130,ARI,O'Brien Schofield,DE,23,2016,0,0,2,17,7,84,0,0,0,0,0,0,0,0,0,0,0,117,,15.5,Wisconsin
4,131,CIN,Roddrick Muckelroy,LB,23,2012,0,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,4,,,Texas
5,132,STL,Michael Hoomanawanui,TE,22,2017,0,0,4,5,1,87,0,0,0,0,0,1,0,0,57,646,8,2,,,Illinois
5,133,SEA,Kam Chancellor,DB,22,2017,0,4,7,45,45,109,0,0,0,0,0,0,0,0,0,0,0,421,12,2,Virginia Tech
5,134,PHI,Ricky Sapp,DE,23,2014,0,0,0,1,,17,0,0,0,0,0,0,0,0,0,0,0,3,,,Clemson
5,135,ATL,Dominique Franks,DB,22,2014,0,0,0,6,5,52,0,0,0,0,0,0,0,0,0,0,0,34,3,,Oklahoma
5,136,KAN,Kendrick Lewis,DB,22,2018,0,0,6,29,17,103,0,0,0,0,0,0,0,0,0,0,0,255,9,,Mississippi
5,137,DEN,Perrish Cox,DB,23,2016,0,0,4,19,3,81,0,0,0,0,0,0,0,0,0,0,0,191,10,,Oklahoma St.
5,138,OAK,Walter McFadden,DB,23,2012,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,,,Auburn
5,139,NYJ,John Conner,RB,23,2014,0,0,1,0,0,62,0,0,0,0,0,27,108,2,12,84,1,2,,,Kentucky
5,140,BUF,Ed Wang,T,23,2010,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,Virginia Tech
5,141,CHI,Joshua Moore,DB,22,2010,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,,Kansas St.
5,142,KAN,Cameron Sheffield,DE,22,2012,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,7,,,Troy
5,143,JAX,Larry Hart,DE,23,2010,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,5,,1.5,Central Arkansas
5,144,HOU,Sherrick McManis,DB,22,2019,0,0,0,9,2,131,0,0,0,0,0,0,0,0,0,0,0,108,2,1,Northwestern
5,145,MIA,Nolan Carroll,DB,23,2017,0,0,4,21,11,103,0,0,0,0,0,0,0,0,0,0,0,239,8,3,Maryland
5,146,SDG,Cam Thomas,DT,23,2017,0,0,2,17,10,102,0,0,0,0,0,0,0,0,0,0,0,83,1,7.5,North Carolina
5,147,NYG,Mitch Petrus,G,23,2012,0,0,0,4,4,27,0,0,0,0,0,0,0,0,0,0,0,,,,Arkansas
5,148,TEN,Robert Johnson,DB,23,2012,0,0,0,2,2,15,0,0,0,0,0,0,0,0,0,0,0,14,1,,Utah
5,149,STL,Hall Davis,DE,23,2012,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,,,,Louisiana
5,150,NWE,Zoltan Mesko,P,24,2013,0,0,3,6,6,56,0,0,0,0,0,0,0,0,0,0,0,2,,,Michigan
5,151,PIT,Chris Scott,G,23,2016,0,0,0,8,0,45,0,0,0,0,0,0,0,0,0,0,0,,,,Tennessee
5,152,CIN,Otis Hudson,T,24,2012,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,East. Illinois
5,153,JAX,Austen Lane,DE,22,2014,0,0,1,7,7,30,0,0,0,0,0,0,0,0,0,0,0,47,,3,Murray St.
5,154,GNB,Andrew Quarless,TE,21,2015,0,0,2,9,9,60,0,0,0,0,0,0,0,0,89,940,6,3,,,Penn St.
5,155,ARI,John Skelton,QB,22,2012,0,0,0,4,4,20,320,602,3707,15,25,42,182,0,0,0,0,,,,Fordham
5,156,BAL,David Reed,WR,23,2013,0,0,0,2,2,36,0,0,0,0,0,2,31,0,6,68,0,18,,,Utah
5,157,BAL,Arthur Jones,DE,24,2017,0,0,2,19,14,64,0,0,0,0,0,0,0,0,0,0,0,99,,10,Syracuse
5,158,NOR,Matt Tennant,C,23,2012,0,0,0,3,2,36,0,0,0,0,0,0,0,0,0,0,0,,,,Boston Col.
5,159,PHI,Riley Cooper,WR,22,2015,0,0,3,18,18,88,0,0,0,0,0,0,18,0,169,2418,18,14,,,Florida
5,160,CLE,Larry Asante,DB,22,2015,0,0,0,2,,39,0,0,0,0,0,0,0,0,0,0,0,58,1,,Nebraska
5,161,MIN,Chris DeGeare,G,23,2012,0,0,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0,,,,Wake Forest
5,162,IND,Brody Eldridge,TE,23,2011,0,0,1,0,0,27,0,0,0,0,0,0,0,0,14,84,0,1,,,Oklahoma
5,163,MIA,Reshad Jones,DB,22,2019,0,2,7,43,43,128,0,0,0,0,0,0,0,0,0,0,0,599,21,10.5,Georgia
5,164,PIT,Crezdon Butler,DB,23,2016,0,0,0,2,0,46,0,0,0,0,0,0,0,0,0,0,0,26,,,Clemson
5,165,ATL,Kerry Meier,WR,23,2012,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,,,,Kansas
5,166,PIT,Stevenson Sylvester,LB,22,2014,0,0,0,5,5,50,0,0,0,0,0,0,0,0,0,0,0,25,,,Utah
5,167,MIN,Nate Triplett,LB,23,2011,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,4,,,Minnesota
5,168,SDG,Jonathan Crompton,QB,23,,0,0,0,,,,,,,,,,,,,,,,,,Tennessee
5,169,GNB,Marshall Newhouse,G,21,2019,0,0,4,42,20,129,0,0,0,0,0,0,0,0,0,0,0,,,,TCU
6,170,STL,Fendi Onobun,TE,23,2014,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,15,0,1,,,Arizona
6,171,ATL,Shann Schillinger,DB,24,2013,0,0,0,2,2,37,1,1,-8,0,0,0,0,0,0,0,0,13,,,Montana
6,172,TAM,Brent Bowden,P,,,0,0,0,,,,,,,,,,,,,,,,,,Virginia Tech
6,173,SFO,Anthony Dixon,RB,22,2015,0,0,0,7,3,96,0,0,0,0,0,274,934,11,23,140,0,31,,,Mississippi St.
6,174,WAS,Dennis Morris,RB,,,0,0,0,,,,,,,,,,,,,,,,,,Louisiana Tech
6,175,CAR,Greg Hardy,DE,22,2015,0,1,4,32,26,75,0,0,0,0,0,0,0,0,0,0,0,167,1,40,Mississippi
6,176,TEN,Rusty Smith,QB,23,2012,0,0,0,1,1,3,23,45,234,0,4,0,0,0,0,0,0,,,,Florida Atlantic
6,177,CLE,Carlton Mitchell,WR,22,2011,0,0,0,0,0,16,0,0,0,0,0,1,9,0,3,31,0,3,,,South Florida
6,178,BUF,Arthur Moats,LB,22,2017,0,0,3,21,9,121,0,0,0,0,0,0,0,0,0,0,0,136,,16.5,James Madison
6,179,DAL,Sam Young,T,23,2019,0,0,0,12,0,92,0,0,0,0,0,0,0,0,0,0,0,,,,Notre Dame
6,180,JAX,Deji Karim,RB,23,2013,0,0,0,4,3,33,0,0,0,0,0,110,341,0,18,129,0,2,,,Southern Illinois
6,181,CHI,Dan LeFevour,QB,23,,0,0,0,,,,,,,,,,,,,,,,,,Central Michigan
6,182,SFO,Nate Byham,TE,22,2013,0,0,0,0,0,29,0,0,0,0,0,0,0,0,11,83,1,1,,,Pittsburgh
6,183,DEN,Eric Olsen,C,22,2014,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,,,,Notre Dame
6,184,NYG,Adrian Tracy,DE,23,2012,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,9,,1,William & Mary
6,185,SEA,Anthony McCoy,TE,22,2015,0,0,1,4,4,42,0,0,0,0,0,0,0,0,31,437,3,,,,USC
6,186,CLE,Clifton Geathers,DE,22,2014,0,0,0,4,,40,0,0,0,0,0,0,0,0,0,0,0,17,,1,South Carolina
6,187,HOU,Shelley Smith,G,23,2014,0,0,0,7,,36,0,0,0,0,0,0,0,0,0,0,0,,,,Colorado St.
6,188,PIT,Jonathan Dwyer,RB,21,2014,0,0,0,8,8,38,0,0,0,0,0,246,1022,3,29,184,0,1,,,Georgia Tech
6,189,STL,Eugene Sims,DE,24,2016,0,0,2,18,18,99,0,0,0,0,0,0,0,0,0,0,0,110,2,12,West Texas A&M
6,190,OAK,Travis Goethel,LB,23,2012,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,7,,,Arizona St.
6,191,CIN,Dezmon Briscoe,WR,21,2012,0,0,0,4,,25,0,0,0,0,0,1,1,0,43,502,7,,,,Kansas
6,192,BUF,Danny Batten,DE,22,2011,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,17,,0.5,South Dakota St.
6,193,GNB,James Starks,RB,24,2016,0,0,0,27,27,76,0,0,0,0,0,618,2506,9,125,1017,6,,,,Buffalo
6,194,BAL,Ramon Harewood,T,23,2012,0,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,,,,Morehouse
6,195,PIT,Antonio Brown,WR,22,2019,4,7,7,87,87,131,3,6,35,1,1,32,124,0,841,11263,75,6,,,Central Michigan
6,196,DAL,Jamar Wall,DB,22,2010,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,1,,,Texas Tech
6,197,HOU,Trindon Holliday,WR,24,2014,0,0,0,4,0,33,0,0,0,0,0,1,7,0,2,17,0,,,,LSU
6,198,CAR,David Gettis,WR,23,2012,0,0,1,3,3,17,0,0,0,0,0,3,2,0,37,508,3,1,,,Baylor
6,199,MIN,Joe Webb,WR,23,2018,0,0,0,4,4,102,90,159,888,3,6,50,326,4,10,74,0,23,,,Ala-Birmingham
6,200,PHI,Charles Scott,RB,,,0,0,0,,,,,,,,,,,,,,,,,,LSU
6,201,ARI,Jorrick Calvin,DB,23,2010,0,0,0,1,,12,0,0,0,0,0,0,0,0,0,0,0,1,,,Troy
