Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,PAtt,PYds,PTD,Int,RushAtt,RushYds,RushTD,Rec,RecYds,RecTD,Solo,Int,Sk,College/Univ
2,48,GNB,Jason Spriggs,T,22,2018,0,0,0,8,8,36,0,0,0,0,0,0,0,0,0,0,0,,,,Indiana
2,49,SEA,Jarran Reed,DT,23,2019,0,0,3,22,22,56,0,0,0,0,0,0,0,0,0,0,0,80,,15.5,Alabama
2,50,HOU,Nick Martin,G,23,2019,0,0,3,20,20,46,0,0,0,0,0,0,0,0,0,0,0,,,,Notre Dame
2,51,NYJ,Christian Hackenberg,QB,21,,0,0,0,,,,,,,,,,,,,,,,,,Penn St.
2,52,ATL,Deion Jones,OLB,21,2019,0,1,3,27,27,53,0,0,0,0,0,0,0,0,0,0,0,268,9,2,LSU
2,53,WAS,Su'a Cravens,OLB,21,2018,0,0,0,3,2,16,0,0,0,0,0,0,0,0,0,0,0,35,1,1,USC
2,54,MIN,Mackensie Alexander,CB,22,2019,0,0,0,7,7,55,0,0,0,0,0,0,0,0,0,0,0,81,2,4.5,Clemson
2,55,CIN,Tyler Boyd,WR,21,2019,0,0,2,22,22,56,0,1,0,0,0,10,84,0,242,2902,15,,,,Pittsburgh
2,56,CHI,Cody Whitehair,G,24,2019,0,1,4,25,25,64,0,0,0,0,0,0,0,0,0,0,0,,,,Kansas St.
2,57,IND,T.J. Green,S,21,2019,0,0,0,4,4,33,0,0,0,0,0,0,0,0,0,0,0,65,,,Clemson
2,58,PIT,Sean Davis,CB,22,2019,0,0,2,15,15,48,0,0,0,0,0,0,0,0,0,0,0,190,5,2.5,Maryland
2,59,TAM,Roberto Aguayo,K,22,2016,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,,,Florida St.
2,60,NWE,Cyrus Jones,CB,22,2019,0,0,0,4,1,31,0,0,0,0,0,0,0,0,0,0,0,10,,,Alabama
2,61,NOR,Vonn Bell,S,21,2019,0,0,1,15,15,61,0,0,0,0,0,0,0,0,0,0,0,249,1,8,Ohio St.
2,62,CAR,James Bradberry,CB,23,2019,0,0,4,20,20,60,0,0,0,0,0,0,0,0,0,0,0,222,8,3,Samford
2,63,DEN,Adam Gotsis,DT,23,2019,0,0,2,16,16,57,0,0,0,0,0,0,0,0,0,0,0,69,,5,Georgia Tech
3,64,TEN,Kevin Byard,S,23,2019,1,1,3,29,29,64,1,1,66,1,0,0,0,0,1,11,0,226,17,3,Middle Tenn. St.
3,65,CLE,Carl Nassib,DE,23,2019,0,0,2,15,7,59,0,0,0,0,0,0,0,0,0,0,0,80,,18,Penn St.
3,66,SDG,Max Tuerk,C,22,2017,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,,USC
3,67,DAL,Maliek Collins,DT,21,2019,0,0,4,25,25,61,0,0,0,0,0,0,0,0,0,0,0,54,,14.5,Nebraska
3,68,SFO,Will Redmond,CB,22,2019,0,0,0,2,,18,0,0,0,0,0,0,0,0,0,0,0,20,,,Mississippi St.
3,69,JAX,Yannick Ngakoue,DE,21,2019,0,1,4,34,34,63,0,0,0,0,0,0,0,0,0,0,0,105,2,37.5,Maryland
3,70,BAL,Bronson Kaufusi,DE,25,2019,0,0,0,2,1,9,0,0,0,0,0,0,0,0,0,0,0,4,,0.5,BYU
3,71,NYG,Darian Thompson,S,22,2019,0,0,1,9,5,43,0,0,0,0,0,0,0,0,0,0,0,88,1,1.5,Boise St.
3,72,CHI,Jonathan Bullard,DT,22,2019,0,0,0,8,7,55,0,0,0,0,0,0,0,0,0,0,0,60,,3.5,Florida
3,73,MIA,Kenyan Drake,RB,22,2019,0,0,1,22,16,62,0,0,0,0,0,456,2175,17,144,1107,6,6,,,Alabama
3,74,KAN,KeiVarae Russell,CB,22,2018,0,0,0,2,,20,0,0,0,0,0,0,0,0,0,0,0,19,1,,Notre Dame
3,75,OAK,Shilique Calhoun,DE,24,2019,0,0,0,4,2,41,0,0,0,0,0,0,0,0,0,0,0,24,,0.5,Michigan St.
3,76,CLE,Shon Coleman,T,24,2017,0,0,1,6,6,23,0,0,0,0,0,0,0,0,0,0,0,,,,Auburn
3,77,CAR,Daryl Worley,CB,21,2019,0,0,4,18,11,56,0,0,0,0,0,0,0,0,0,0,0,194,5,2,West Virginia
3,78,NWE,Joe Thuney,G,23,2019,0,0,4,36,36,64,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina St.
3,79,PHI,Isaac Seumalo,G,22,2019,0,0,2,14,14,52,0,0,0,0,0,0,0,0,0,0,0,,,,Oregon St.
3,80,BUF,Adolphus Washington,DT,21,2018,0,0,1,9,9,35,0,0,0,0,0,0,0,0,0,0,0,38,,4.5,Ohio St.
3,81,ATL,Austin Hooper,TE,21,2019,0,2,2,19,19,59,0,0,0,0,0,0,0,0,214,2244,16,,,,Stanford
3,82,IND,Le'Raven Clark,T,23,2018,0,0,0,7,7,35,0,0,0,0,0,0,0,0,0,0,0,,,,Texas Tech
3,83,NYJ,Jordan Jenkins,OLB,22,2019,0,0,4,23,23,60,0,0,0,0,0,0,0,0,0,0,0,100,,20.5,Georgia
3,84,WAS,Kendall Fuller,CB,21,2019,0,0,0,11,6,55,0,0,0,0,0,0,0,0,0,0,0,173,6,1,Virginia Tech
3,85,HOU,Braxton Miller,WR,23,2017,0,0,0,2,2,21,0,0,0,0,0,4,1,0,34,261,2,,,,Ohio St.
3,86,MIA,Leonte Carroo,WR,22,2018,0,0,0,2,2,37,0,0,0,0,0,1,14,0,12,192,2,2,,,Rutgers
3,87,CIN,Nick Vigil,ILB,23,2019,0,0,3,17,17,54,0,0,0,0,0,0,0,0,0,0,0,182,2,2,Utah St.
3,88,GNB,Kyler Fackrell,OLB,24,2019,0,0,0,10,10,61,0,0,0,0,0,0,0,0,0,0,0,78,,16.5,Utah St.
3,89,PIT,Javon Hargrave,DT,23,2019,0,0,4,25,25,63,0,0,0,0,0,0,0,0,0,0,0,106,,14.5,South Carolina St.
3,90,SEA,C.J. Prosise,RB,22,2019,0,0,0,5,5,25,0,0,0,0,0,65,264,2,36,393,0,,,,Notre Dame
3,91,NWE,Jacoby Brissett,QB,23,2019,0,0,2,23,2,38,584,975,6442,31,13,142,564,9,1,2,0,,,,North Carolina St.
3,92,ARI,Brandon Williams,CB,23,2018,0,0,0,4,4,45,0,0,0,0,0,0,0,0,0,0,0,32,,,Texas A&M
3,93,CLE,Cody Kessler,QB,23,2018,0,0,1,5,3,17,224,349,2215,8,5,31,140,0,0,0,0,,,,USC
3,94,SEA,Nick Vannett,TE,23,2019,0,0,1,5,4,55,0,0,0,0,0,0,0,0,61,591,4,1,,,Ohio St.
3,95,DET,Graham Glasgow,C,24,2019,0,0,3,26,26,62,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan
3,96,NWE,Vincent Valentine,DT,22,2018,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,11,,1,Nebraska
3,97,SEA,Rees Odhiambo,G,23,2018,0,0,0,4,4,16,0,0,0,0,0,0,0,0,0,0,0,,,,Boise St.
3,98,DEN,Justin Simmons,S,22,2019,0,0,3,25,25,58,0,0,0,0,0,0,0,0,0,0,0,211,11,2,Boston Col.
4,99,CLE,Joe Schobert,OLB,22,2019,0,1,3,26,26,61,0,0,0,0,0,0,0,0,0,0,0,252,6,8.5,Wisconsin
4,100,OAK,Connor Cook,QB,23,2016,0,0,0,0,0,1,14,21,150,1,1,0,0,0,0,0,0,,,,Michigan St.
4,101,DAL,Charles Tapper,DE,23,2017,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,1,Oklahoma
4,102,SDG,Joshua Perry,ILB,22,2017,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,16,,,Ohio St.
4,103,JAX,Sheldon Day,DT,22,2019,0,0,0,6,2,56,0,0,0,0,0,0,0,0,0,0,0,38,,6,Notre Dame
4,104,BAL,Tavon Young,CB,22,2018,0,0,1,10,10,31,0,0,0,0,0,0,0,0,0,0,0,79,3,2,Temple
4,105,KAN,Parker Ehinger,G,23,2019,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,,,,Cincinnati
4,106,KAN,Eric Murray,CB,22,2019,0,0,1,7,5,54,0,0,0,0,0,0,0,0,0,0,0,98,1,2,Minnesota
4,107,BAL,Chris Moore,WR,23,2019,0,0,0,4,4,58,0,0,0,0,0,11,27,0,47,511,4,7,,,Cincinnati
4,108,TAM,Ryan Smith,CB,23,2019,0,0,1,8,8,57,0,0,0,0,0,0,0,0,0,0,0,87,1,,North Carolina Central
4,109,NYG,B.J. Goodson,OLB,23,2019,0,0,2,14,10,52,0,0,0,0,0,0,0,0,0,0,0,108,2,0.5,Clemson
4,110,LAR,Tyler Higbee,TE,23,2019,0,0,3,12,12,63,0,0,0,0,0,0,0,0,129,1406,7,2,,,Western Kentucky
4,111,DET,Miles Killebrew,S,23,2019,0,0,0,5,5,63,0,0,0,0,0,0,0,0,0,0,0,65,2,,Southern Utah
4,112,NWE,Malcolm Mitchell,WR,24,2016,0,0,0,4,4,14,0,0,0,0,0,0,0,0,32,401,4,,,,Georgia
4,113,CHI,Nick Kwiatkoski,ILB,23,2019,0,0,1,15,15,57,0,0,0,0,0,0,0,0,0,0,0,133,1,6,West Virginia
4,114,CLE,Ricardo Louis,WR,22,2017,0,0,1,3,3,32,0,0,0,0,0,0,0,0,45,562,0,11,,,Auburn
4,115,ATL,De'Vondre Campbell,OLB,23,2019,0,0,4,26,26,59,0,0,0,0,0,0,0,0,0,0,0,234,3,5.5,Minnesota
4,116,IND,Hassan Ridgeway,DT,21,2019,0,0,0,8,5,41,0,0,0,0,0,0,0,0,0,0,0,23,,6.5,Texas
4,117,LAR,Pharoh Cooper,WR,21,2019,1,1,0,5,3,46,0,1,0,0,1,2,8,0,50,433,1,,,,South Carolina
4,118,NYJ,Juston Burris,CB,23,2019,0,0,1,7,3,52,0,0,0,0,0,0,0,0,0,0,0,58,4,1,North Carolina St.
4,119,HOU,Tyler Ervin,RB,22,2019,0,0,0,0,0,35,0,0,0,0,0,6,25,0,16,102,0,4,,,San Jose St.
4,120,NOR,David Onyemata,DT,23,2019,0,0,1,13,13,63,0,0,0,0,0,0,0,0,0,0,0,74,,9.5,Manitoba
4,121,MIN,Willie Beavers,T,22,2016,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,West. Michigan
4,122,CIN,Andrew Billings,NT,21,2019,0,0,2,14,14,47,0,0,0,0,0,0,0,0,0,0,0,49,,3.5,Baylor
4,123,PIT,Jerald Hawkins,T,22,2019,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,,,,LSU
4,124,CHI,Deon Bush,S,23,2019,0,0,0,5,5,54,0,0,0,0,0,0,0,0,0,0,0,35,,1,Miami (FL)
4,125,IND,Antonio Morrison,ILB,21,2018,0,0,2,13,9,47,0,1,0,0,0,0,0,0,0,0,0,124,,1,Florida
4,126,KAN,Demarcus Robinson,WR,21,2019,0,0,2,10,10,64,0,0,0,0,0,0,0,0,75,949,8,5,,,Florida
4,127,CHI,Deiondre' Hall,CB,22,2018,0,0,0,2,1,23,0,0,0,0,0,0,0,0,0,0,0,10,1,,Northern Iowa
4,128,ARI,Evan Boehm,C,23,2019,0,0,2,11,6,55,0,0,0,0,0,0,0,0,0,0,0,,,,Missouri
4,129,CLE,Derrick Kindred,S,22,2018,0,0,1,8,8,42,0,0,0,0,0,0,0,0,0,0,0,108,2,,TCU
4,130,BAL,Alex Lewis,T,24,2019,0,0,2,12,8,35,0,0,0,0,0,0,0,0,0,0,0,,,,Nebraska
4,131,GNB,Blake Martinez,LB,22,2019,0,0,4,30,30,61,0,0,0,0,0,0,0,0,0,0,0,331,3,10,Stanford
4,132,BAL,Willie Henry,DT,22,2018,0,0,0,4,4,17,0,0,0,0,0,0,0,0,0,0,0,26,,4.5,Michigan
4,133,SFO,Rashard Robinson,CB,21,2018,0,0,0,8,6,38,0,0,0,0,0,0,0,0,0,0,0,54,2,,LSU
4,134,BAL,Kenneth Dixon,RB,22,2018,0,0,0,5,5,18,0,0,0,0,0,148,715,4,36,213,1,,,,Louisiana Tech
4,135,DAL,Dak Prescott,QB,23,2019,0,2,4,56,56,64,1363,2071,15778,97,36,241,1221,21,0,0,0,,,,Mississippi St.
4,136,DEN,Devontae Booker,RB,24,2019,0,0,0,11,11,61,0,0,0,0,0,289,1103,6,105,872,1,3,,,Utah
4,137,GNB,Dean Lowry,DE,22,2019,0,0,3,21,21,63,0,0,0,0,0,0,0,0,0,0,0,78,1,7,Northwestern
4,138,CLE,Seth Devalve,TE,23,2019,0,0,0,5,4,53,0,0,0,0,0,0,0,0,60,736,4,7,,,Princeton
4,139,BUF,Cardale Jones,QB,23,2016,0,0,0,0,0,1,6,11,96,0,1,1,-1,0,0,0,0,,,,Ohio St.
5,140,TEN,Tajae Sharpe,WR,21,2019,0,0,2,11,11,47,0,0,0,0,0,2,17,0,92,1167,8,,,,Massachusetts
5,141,CAR,Zack Sanchez,CB,22,2016,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,5,,,Oklahoma
5,142,SFO,Ronald Blair,DE,23,2019,0,0,0,6,6,47,0,0,0,0,0,0,0,0,0,0,0,59,,13.5,Appalachian St.
5,143,OAK,DeAndre Washington,RB,23,2019,0,0,0,11,11,55,0,0,0,0,0,282,1122,7,88,613,1,2,,,Texas Tech
5,144,DEN,Connor McGovern,G,23,2019,0,0,2,14,14,47,0,0,0,0,0,0,0,0,0,0,0,,,,Missouri
5,145,SFO,John Theus,T,22,2016,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia
5,146,BAL,Matt Judon,DE,24,2019,0,1,3,26,26,62,0,0,0,0,0,0,0,0,0,0,0,135,,28.5,Grand Valley St.
5,147,SEA,Quinton Jefferson,DT,23,2019,0,0,2,12,12,39,0,0,0,0,0,0,0,0,0,0,0,35,,7.5,Maryland
5,148,TAM,Caleb Benenoch,T,22,2019,0,0,1,12,12,35,0,0,0,0,0,0,0,0,0,0,0,,,,UCLA
5,149,NYG,Paul Perkins,RB,21,2019,0,0,0,5,5,29,0,0,0,0,0,165,575,0,24,217,0,4,,,UCLA
5,150,CHI,Jordan Howard,RB,21,2019,0,1,3,24,21,57,0,0,0,0,0,897,3895,30,82,637,2,,,,Indiana
5,151,DET,Joe Dahl,G,23,2019,0,0,1,9,9,35,0,0,0,0,0,0,0,0,0,0,0,,,,Washington St.
5,152,WAS,Matthew Ioannidis,DT,22,2019,0,0,2,17,17,54,0,0,0,0,0,0,0,0,0,0,0,84,,20.5,Temple
5,153,PHI,Wendell Smallwood,RB,22,2019,0,0,0,10,9,52,0,0,0,0,0,233,931,5,56,452,2,3,,,West Virginia
5,154,CLE,Jordan Payton,WR,23,2016,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,3,0,,,,UCLA
5,155,IND,Joe Haeg,T,23,2019,0,0,1,18,18,55,0,0,0,0,0,0,0,0,0,0,0,,,,North Dakota St.
5,156,BUF,Jonathan Williams,RB,22,2019,0,0,0,3,1,23,0,1,0,0,0,79,329,2,7,60,0,,,,Arkansas
5,157,TEN,LeShaun Sims,CB,22,2019,0,0,0,7,7,56,0,0,0,0,0,0,0,0,0,0,0,87,2,,Southern Utah
5,158,NYJ,Brandon Shell,T,24,2019,0,0,3,16,16,49,0,0,0,0,0,0,0,0,0,0,0,,,,South Carolina
5,159,HOU,K.J. Dillon,S,22,2016,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,,,West Virginia
5,160,MIN,Kentrell Brothers,OLB,23,2019,0,0,0,4,4,51,0,0,0,0,0,0,0,0,0,0,0,35,,1,Missouri
5,161,CIN,Christian Westerman,G,23,2018,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,,,,Arizona St.
5,162,KAN,Kevin Hogan,QB,23,2017,0,0,0,2,,8,60,101,621,4,7,18,176,1,0,0,0,,,,Stanford
5,163,GNB,Trevor Davis,WR,23,2019,0,0,0,2,1,43,0,0,0,0,0,6,86,1,16,205,1,7,,,California
5,164,PHI,Halapoulivaati Vaitai,T,23,2019,0,0,1,12,12,55,0,0,0,0,0,0,0,0,0,0,0,,,,TCU
5,165,KAN,Tyreek Hill,WR,22,2019,2,4,3,47,47,59,0,1,0,0,1,71,500,4,281,4115,32,4,,,West Alabama
5,166,HOU,D.J. Reader,NT,22,2019,0,0,3,23,23,61,0,0,0,0,0,0,0,0,0,0,0,81,,6.5,Clemson
5,167,ARI,Marqui Christian,S,21,2019,0,0,0,4,,55,0,0,0,0,0,0,0,0,0,0,0,59,,,Midwestern St.
5,168,CLE,Spencer Drango,G,23,2017,0,0,2,9,9,32,0,0,0,0,0,0,0,0,0,0,0,,,,Baylor
5,169,DET,Antwione Williams,LB,23,2016,0,0,0,2,2,14,0,0,0,0,0,0,0,0,0,0,0,17,,,Georgia Southern
5,170,ARI,Cole Toner,T,22,2018,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Harvard
5,171,SEA,Alex Collins,RB,22,2018,0,0,2,14,2,36,0,0,0,0,0,357,1509,14,49,376,1,,,,Arkansas
5,172,CLE,Rashard Higgins,WR,21,2019,0,0,0,6,6,54,0,0,0,0,0,1,4,0,76,1016,7,,,,Colorado St.
5,173,CLE,Trey Caldwell,DB,22,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,La-Monroe
5,174,SFO,Fahn Cooper,T,23,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi
5,175,SDG,Jatavis Brown,OLB,22,2019,0,0,1,14,14,56,0,0,0,0,0,0,0,0,0,0,0,183,,4.5,Akron
6,176,DEN,Andy Janovich,FB,23,2019,0,0,0,2,2,50,0,0,0,0,0,13,51,3,22,233,1,13,,,Nebraska
6,177,LAR,Temarrick Hemingway,TE,23,2018,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,,,South Carolina St.
6,178,KAN,D.J. White,CB,22,2019,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,13,1,,Georgia Tech
6,179,SDG,Drew Kaser,P,23,2018,0,0,2,6,6,36,0,0,0,0,0,1,0,0,0,0,0,1,,,Texas A&M
6,180,MIN,Moritz Boehringer,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,
6,181,JAX,Tyrone Holmes,OLB,22,2017,0,0,0,1,,15,0,0,0,0,0,0,0,0,0,0,0,3,,1,Montana
6,182,BAL,Keenan Reynolds,RB,22,2018,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,,,,Navy
6,183,TAM,Devante Bond,OLB,23,2019,0,0,0,3,3,32,0,0,0,0,0,0,0,0,0,0,0,31,,,Oklahoma
6,184,NYG,Jerell Adams,TE,23,2019,0,0,0,2,2,30,0,0,0,0,0,0,0,0,24,214,1,3,,,South Carolina
6,185,CHI,DeAndre Houston-Carson,S,23,2019,0,0,0,3,3,48,0,0,0,0,0,0,0,0,0,0,0,18,,,William & Mary
6,186,MIA,Jakeem Grant,WR,23,2019,0,0,0,9,9,52,0,0,0,0,0,9,23,1,53,635,4,2,,,Texas Tech
6,187,WAS,Nate Sudfeld,QB,22,2018,0,0,0,1,,3,20,25,156,1,0,3,20,0,0,0,0,,,,Indiana
6,188,MIN,David Morgan,TE,23,2018,0,0,0,1,1,38,0,0,0,0,0,0,0,0,16,135,1,,,,Texas-San Antonio
6,189,DAL,Anthony Brown,CB,22,2019,0,0,2,13,13,56,0,0,0,0,0,0,0,0,0,0,0,136,4,3,Purdue
6,190,LAR,Josh Forrest,ILB,24,2017,0,0,0,2,2,12,0,0,0,0,0,0,0,0,0,0,0,6,,,Kentucky
6,191,DET,Jake Rudock,QB,23,2017,0,0,0,0,0,3,3,5,24,0,1,0,0,0,0,0,0,,,,Michigan
6,192,BUF,Kolby Listenbee,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,TCU
6,193,TEN,Sebastian Tretola,G,24,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Arkansas
6,194,OAK,Cory James,OLB,23,2017,0,0,1,7,7,26,0,0,0,0,0,0,0,0,0,0,0,78,,,Colorado St.
6,195,ATL,Wes Schweitzer,G,22,2019,0,0,2,19,19,46,0,0,0,0,0,0,0,0,0,0,0,,,,San Jose St.
6,196,PHI,Blake Countess,CB,23,2019,0,0,0,4,,43,0,0,0,0,0,0,0,0,0,0,0,38,2,1,Auburn
6,197,TAM,Danny Vitale,FB,22,2019,0,0,0,1,,44,0,0,0,0,0,1,3,0,15,145,0,11,,,Northwestern
6,198,SDG,Derek Watt,FB,23,2019,0,0,0,1,1,64,0,0,0,0,0,19,49,1,10,152,0,13,,,Wisconsin
6,199,CIN,Cody Core,WR,22,2019,0,0,0,3,3,51,0,0,0,0,0,0,0,0,33,388,1,6,,,Mississippi
6,200,GNB,Kyle Murphy,T,22,2017,0,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,,,,Stanford
